sys,expt_value,calc_value,error
SiH4,154.0,143.46316508037853,-10.53683491962147
PH3,187.1,172.85733689027256,-14.242663109727431
SH2,168.8,160.09972225665115,-8.700277743348863
ClH,133.6,126.22635596082546,-7.373644039174536
NH3,202.5,193.91037987292657,-8.589620127073431
OH2,165.1,157.40664705072413,-7.693352949275862
C2H2,152.3,142.41696412483725,-9.883035875162761
H2,100.8,95.77771669109518,-5.022283308904818
