sys,expt_value,calc_value,error
SiH4,154.0,154.17353916110005,0.1735391611000523
PH3,187.1,184.57331914780661,-2.5266808521933797
SH2,168.8,168.24866975288023,-0.551330247119779
ClH,133.6,132.3925702664419,-1.2074297335580866
NH3,202.5,200.08394972358656,-2.4160502764134435
OH2,165.1,161.07799351568246,-4.022006484317529
C2H2,152.3,153.11055293700338,0.8105529370033651
H2,100.8,98.05415630785478,-2.7458436921452147
