a0,a2,LOG_AVE_RMSE
1.0,0.0,2.992530184474558
0.85166983374382,-0.1702493570581856,5.140593966218405
1.043975253094226,-0.19142550713624035,5.289792745131088
0.8608802884715028,0.181882451201073,5.16987496455056
1.1218730234262169,-0.10230796408493313,4.798867870715434
0.9300789216459077,-0.024277978102740017,3.6654686182874485
0.853915388440385,0.037889302210411036,3.764232338076709
1.1912863879581232,-0.16455499556905498,5.2228559476698875
0.9175763653515492,-0.10438240971091169,4.713576990722024
1.0066446628814938,-0.1816115865869133,5.230309907803977
0.905863488886021,0.06854668410773318,4.197673673295282
1.115708075535606,-0.05423226377963741,4.334511653172246
0.845371870909253,-0.13328324953217038,4.928443969377936
0.8072998972304425,0.11542779304700296,4.773843699335114
0.9108571978104163,0.1460294639463059,4.931770248089425
1.011488255637685,0.07716880720262298,4.210496444151316
1.2,0.016284083771594154,3.4481873075498766
1.006771440660834,0.0035910994575757693,2.8968567276021715
1.0163613429633835,0.00882612319934073,2.8093666751798994
1.0230971809369567,0.012360059477264734,2.8123157458031773
1.0233970725500439,0.012520330223240173,2.838241575083093
1.025723893325195,0.012765437055196976,2.7705942617879247
1.0460958846182258,0.013687883787333543,2.914955609359168
1.031561904646944,0.15208160382822183,4.939558920862362
0.9608550224013099,0.1334498224784159,4.818903094021904
1.0369215414672104,-0.11376500596206783,4.831401267145916
0.994798524216989,0.013370518367184031,2.748281265058138
1.0309708278480345,0.15267065458422374,4.932652977781552
1.1288006058941642,-0.003064206617959947,3.49874661015518
0.9873702456702352,0.013818345465781368,2.791713250837378
0.9885959638223887,0.013758993156106847,2.748379364014917
0.9885259035943039,0.0137479635512118,2.7465330021291323
0.9880308983367441,0.01374307255474147,2.762048854163162
0.9850743949229148,0.013581352654929907,2.8334490173658695
1.0000126379439251,0.016577720177246513,2.8232515144446384
0.9904563744781759,0.012896673391044583,2.737037083627156
0.9740437085767544,0.011266906345599098,2.7808468694325867
0.9734619644003637,0.011153734201351018,2.7754860460472273
0.9726715003698536,0.01100989956445772,2.794240100564237
0.9903088797952164,0.01285407077664874,2.749729634036155
0.99022963905699,0.012858167271017434,2.734679238624863
0.9901403665011128,0.01290698996937406,2.7332320370179946
0.9900729985906254,0.012957159759414832,2.837797484704092
0.9905425921144175,0.012967447822188977,2.7448196576342596
0.9904800935904411,0.012988777801226314,2.752569534868993
